time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
2023-09-22T10:12:15.360Z	60.04133333	-153.0826667	0.65	-0.55	ml	4	182		0.12	av	av92053646	2023-09-22T21:51:36.990Z	Southern Alaska	earthquake	0.47	1.28	0.205964287	4	reviewed	av	av
2023-09-22T10:11:20.170Z	58.173	-155.3841667	2.51	0.06	ml	11	73		0.07	av	av92053641	2023-09-22T21:46:38.950Z	86 km NW of Karluk, Alaska	earthquake	0.2	0.41	0.167723797	12	reviewed	av	av
2023-09-22T09:52:14.357Z	58.1644	-154.1649	75.2	2.3	ml				0.23	ak	ak023c6f31nf	2023-09-22T17:36:43.040Z	68 km NNE of Karluk, Alaska	earthquake		0.5			automatic	ak	ak
2023-09-22T09:50:35.786Z	61.5879	-141.053	4.5	1.7	ml				0.42	ak	ak023c6f2nve	2023-09-22T09:52:58.338Z	100 km E of McCarthy, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-22T09:50:12.050Z	40.4576667	-124.719	20.6	2.25	md	31	265	0.2916	0.19	nc	nc73940216	2023-09-28T06:29:19.176Z	40 km WNW of Petrolia, CA	earthquake	2.37	0.67	0.162	21	reviewed	nc	nc
2023-09-22T09:49:09.820Z	17.99883333	-66.95266667	13.73	2.41	md	9	144	0.07376	0.22	pr	pr71425518	2023-09-22T10:09:12.470Z	Puerto Rico region	earthquake	0.81	0.88	0.041117315	4	reviewed	pr	pr
2023-09-22T09:48:22.760Z	33.2701667	-116.781	11.29	1.72	ml	50	49	0.03886	0.2	ci	ci40570272	2023-09-24T13:34:21.474Z	4 km NNW of Lake Henshaw, CA	earthquake	0.23	0.72	0.11	26	reviewed	ci	ci
2023-09-22T09:48:08.980Z	34.4855	-97.773	4.52	1.45	ml	42	60	0.125075456	0.47	ok	ok2023spcf	2023-09-25T13:22:34.399Z	9 km WNW of Velma, Oklahoma	earthquake		1.3	0.22	14	reviewed	ok	ok
2023-09-22T09:42:08.580Z	29.051	-97.886	2.5188	2.2	ml(texnet)	21	57	0.1	0.2	tx	tx2023spca	2023-09-22T19:00:22.925Z	14 km ENE of Falls City, Texas	earthquake	0.972604039	1.384907081	0.1	7	reviewed	tx	tx
2023-09-22T09:33:10.617Z	62.5851	-151.2982	0	1.6	ml				0.47	ak	ak023c6eyyr9	2023-09-22T09:35:23.979Z	29 km WNW of Petersville, Alaska	earthquake		0.3			automatic	ak	ak
2023-09-22T09:31:47.400Z	58.23566667	-155.1625	3.27	-0.34	ml	8	77		0.06	av	av92053586	2023-09-22T21:34:08.920Z	85 km NNW of Karluk, Alaska	earthquake	0.25	0.91	0.226650582	8	reviewed	av	av
2023-09-22T09:31:28.420Z	37.3116667	-122.0741667	5.92	1.81	md	69	37	0.01486	0.18	nc	nc73940206	2023-09-24T20:58:42.808Z	4 km WSW of Cupertino, CA	earthquake	0.16	0.21	0.159	53	reviewed	nc	nc
2023-09-22T09:28:17.710Z	46.19266667	-122.1951667	4.25	-0.03	ml	12	114	0.02075	0.09	uw	uw61961441	2023-09-22T16:46:06.050Z	36 km NNE of Amboy, Washington	earthquake	0.49	0.65	0.093632072	11	reviewed	uw	uw
2023-09-22T09:23:48.890Z	36.825	-97.68933333	7.5	1.27	ml	76	52	0.139472631	0.37	ok	ok2023spbk	2023-09-25T13:01:25.423Z	4 km ENE of Medford, Oklahoma	earthquake		1	0.18	30	reviewed	ok	ok
2023-09-22T09:20:08.919Z	60.1891	-153.0004	126.4	1.9	ml				0.43	ak	ak023c6ew6bf	2023-09-22T09:22:28.889Z	Southern Alaska	earthquake		0.3			automatic	ak	ak
2023-09-22T09:15:25.860Z	37.3025	-122.0803333	4.7	0.98	md	21	53	0.004715	0.12	nc	nc73940201	2023-09-22T10:34:34.288Z	5 km WSW of Cupertino, CA	earthquake	0.26	0.29	0.146	14	reviewed	nc	nc
2023-09-22T09:05:40.410Z	19.2687	121.0265	35.182	4.5	mb	50	134	3.532	0.67	us	us7000kxbi	2023-09-22T11:07:55.040Z	73 km N of Claveria, Philippines	earthquake	10.45	9.044	0.093	34	reviewed	us	us
2023-09-22T09:05:36.720Z	38.8195	-122.822998	2.2	0.87	md	17	60	0.01007	0.02	nc	nc73940196	2023-09-22T09:07:13.527Z	7 km NW of The Geysers, CA	earthquake	0.23	0.51	0.24	16	automatic	nc	nc
2023-09-22T09:04:41.626Z	54.9829	-160.4751	44.236	5	mww	116	123	0.367	0.81	us	us7000kxbh	2023-09-22T16:01:53.412Z	Alaska Peninsula	earthquake	5.37	4.747	0.048	41	reviewed	us	us
2023-09-22T09:04:28.130Z	58.2295	-155.1746667	2.32	-0.18	ml	5	135		0.12	av	av92053541	2023-09-23T02:34:37.560Z	85 km NNW of Karluk, Alaska	earthquake	0.59	2.48	0.210460194	5	reviewed	av	av
2023-09-22T09:00:28.867Z	60.6824	-150.7401	43.1	1.5	ml				0.33	ak	ak023c6erxja	2023-09-22T09:02:13.028Z	Kenai Peninsula, Alaska	earthquake		0.8			automatic	ak	ak
2023-09-22T08:58:11.776Z	58.2467	-155.191	1.1	2.7	ml				0.39	ak	ak023c6eiw4n	2023-09-23T04:51:32.040Z	Alaska Peninsula	earthquake		0.4			automatic	ak	ak
2023-09-22T08:56:47.740Z	36.41433333	-96.8765	7.29	2.83	ml	99	58	0	0.25	ok	ok2023span	2023-09-22T13:09:46.257Z	Oklahoma	earthquake		0.3	0.24	39	reviewed	ok	ok
2023-09-22T08:53:08.929Z	39.7425	-120.5857	5.7	0.7	ml	4	206.04	0.132	0.1774	nn	nn00866261	2023-09-22T18:48:58.052Z	0 km W of Clio, California	earthquake		7.4	0.16	3	reviewed	nn	nn
2023-09-22T08:47:13.460Z	35.6723333	-117.495	4.59	0.75	ml	10	130	0.05849	0.16	ci	ci40570248	2023-09-22T13:09:40.810Z	13 km SW of Searles Valley, CA	earthquake	0.79	1.16	0.225	4	reviewed	ci	ci
2023-09-22T08:47:01.362Z	39.9637	-120.6501	13.8	1.1	ml	7	269.29	0.243	0.1485	nn	nn00866260	2023-09-22T18:30:25.129Z	10 km NE of Greenhorn, California	earthquake		1.7	0.25	5	reviewed	nn	nn
2023-09-22T08:40:52.780Z	33.6396667	-116.7251667	13.8	0.18	ml	11	79	0.07476	0.15	ci	ci40570240	2023-09-22T13:09:10.572Z	11 km NNW of Anza, CA	earthquake	0.52	1.65	0.135	5	reviewed	ci	ci
2023-09-22T08:22:57.540Z	33.186	-116.3328333	11.63	1.53	ml	60	25	0.06645	0.2	ci	ci40570232	2023-09-22T15:33:14.240Z	9 km SSE of Borrego Springs, CA	earthquake	0.17	0.34	0.151	22	reviewed	ci	ci
2023-09-22T08:20:58.804Z	-25.2924	-179.848	469.703	4.8	mb	98	69	4.31	0.77	us	us7000kxbb	2023-09-22T08:38:02.040Z	south of the Fiji Islands	earthquake	12.19	8.022	0.035	253	reviewed	us	us
2023-09-22T08:19:17.179Z	36.41533333	-96.87583333	7.32	2.71	ml	95	58	0	0.24	ok	ok2023sozh	2023-09-22T13:25:17.588Z	10 km NW of Pawnee, Oklahoma	earthquake		0.3	0.24	33	reviewed	ok	ok
2023-09-22T08:16:02.150Z	35.7825	-117.5788333	0.36	0.65	ml	12	161	0.1535	0.16	ci	ci40570224	2023-09-22T15:12:51.520Z	16 km W of Searles Valley, CA	earthquake	0.34	0.52	0.125	5	reviewed	ci	ci
2023-09-22T08:11:06.030Z	40.4305	-124.5128333	26.48	2.12	md	24	262	0.1412	0.12	nc	nc73940191	2023-09-28T06:14:13.081Z	23 km WNW of Petrolia, CA	earthquake	1.91	0.84	0.096	17	reviewed	nc	nc
2023-09-22T07:59:32.940Z	19.15266609	-155.361496	29.79000092	2.34	ml	51	192		0.129999995	hv	hv73582802	2023-09-23T04:48:41.040Z	13 km ESE of PÄhala, Hawaii	earthquake	0.55	0.720000029	3.99	12	automatic	hv	hv
2023-09-22T07:59:11.238Z	59.0944	-137.094	0	2.3	ml				0.82	ak	ak023c6dxo9d	2023-09-22T08:01:56.190Z	70 km WSW of Covenant Life, Alaska	earthquake		0.4			automatic	ak	ak
2023-09-22T07:56:31.261Z	-21.1255	-68.7414	113.904	4.2	mb	21	71	0.701	0.61	us	us7000kxb3	2023-09-23T04:44:31.040Z	51 km WNW of OllagÃ¼e, Chile	earthquake	3.7	7.556	0.146	13	reviewed	us	us
2023-09-22T07:53:32.880Z	38.102	-112.3846667	-2.42	1.42	ml	18	89	0.1693	0.33	uu	uu60550652	2023-09-22T14:27:04.670Z	12 km SW of Circleville, Utah	earthquake	0.71	6.29	0.245	5	reviewed	uu	uu
2023-09-22T07:46:39.320Z	57.0885	-135.7278333	6.72	0.63	ml	5	227		0.11	av	av91116443	2023-09-22T18:02:12.090Z	24 km W of Sitka, Alaska	earthquake	1.05	0.59	0.308441537	5	reviewed	av	av
2023-09-22T07:45:41.610Z	47.74066667	-113.7888333	4.9	0.21	ml	4	248	0.1939	0.05	mb	mb90028118	2023-09-25T15:12:12.490Z	Western Montana	earthquake	0.74	5.7	0.414539948	2	reviewed	mb	mb
2023-09-22T07:23:50.687Z	38.5183	-117.8667	10.5	1.2	ml	6	87.06	0.333	0.1398	nn	nn00866241	2023-09-22T16:25:07.869Z	25 km NE of Mina, Nevada	earthquake		16.2	0.16	4	reviewed	nn	nn
2023-09-22T07:21:21.564Z	62.5318	-150.9615	76.9	1.6	ml				0.63	ak	ak023c6dpjss	2023-09-22T07:23:36.737Z	10 km WNW of Petersville, Alaska	earthquake		0.5			automatic	ak	ak
2023-09-22T07:20:10.747Z	62.146	-152.0674	107.9	1.2	ml				0.61	ak	ak023c6dpb8g	2023-09-22T07:22:20.376Z	39 km WNW of Skwentna, Alaska	earthquake		1.1			automatic	ak	ak
2023-09-22T07:15:03.200Z	52.09183333	-176.1556667	3.51	0.67	ml	6	178		0.28	av	av91116488	2023-09-22T21:04:44.400Z	40 km NE of Adak, Alaska	earthquake	1.03	1.67	0.214239581	6	reviewed	av	av
2023-09-22T07:05:03.461Z	40.2368	-121.0954	1.1	1.4	ml	4	327.71	0.674	0.1578	nn	nn00866259	2023-09-22T18:24:07.568Z	1 km W of East Shore, California	earthquake		21.1	0.33	3	reviewed	nn	nn
2023-09-22T07:00:35.891Z	40.0841	-119.6736	13.9	0	ml	3	176.75	0.097	0.0065	nn	nn00866258	2023-09-22T18:21:00.596Z	16 km NNW of Sutcliffe, Nevada	earthquake		5.3	0	1	reviewed	nn	nn
2023-09-22T06:59:28.795Z	62.5551	-153.1008	5.4	1.4	ml				0.59	ak	ak023c6dc9o9	2023-09-22T07:01:52.506Z	82 km SE of Nikolai, Alaska	earthquake		0.4			automatic	ak	ak
2023-09-22T06:55:36.420Z	38.8176651	-122.7639999	1.83	0.44	md	10	112	0.0136	0.02	nc	nc73940186	2023-09-22T06:57:13.144Z	4 km W of Cobb, CA	earthquake	0.32	0.78	0.24	11	automatic	nc	nc
2023-09-22T06:55:20.460Z	38.838501	-122.8186646	2.03	0.26	md	8	171	0.01314	0.02	nc	nc73940181	2023-09-22T06:56:54.113Z	8 km WNW of Cobb, CA	earthquake	0.73	1.46	0.15	8	automatic	nc	nc
2023-09-22T06:46:37.322Z	43.5237	-127.2753	10	3	ml	48	274	2.353	0.67	us	us7000kxaw	2023-09-22T12:26:23.040Z	236 km W of Bandon, Oregon	earthquake	11.15	2.023	0.037	98	reviewed	us	us
2023-09-22T06:34:51.460Z	61.7292	-149.9316	33.9	1.3	ml				0.14	ak	ak023c6d6yt6	2023-09-22T06:36:02.904Z	5 km ESE of Willow, Alaska	earthquake		0.3			automatic	ak	ak
2023-09-22T06:34:21.624Z	55.0208	-156.3285	4.8	3.6	ml				0.67	ak	ak023c6d6wh3	2023-09-22T08:31:17.183Z	192 km SE of Chignik, Alaska	earthquake		2			reviewed	ak	ak
2023-09-22T06:28:46.550Z	44.61316667	-112.5688333	7.45	0.7	ml	5	126	0.05383	0.06	mb	mb90028138	2023-09-25T15:45:58.380Z	3 km SE of Lima, Montana	earthquake	0.39	0.65	0.121405462	3	reviewed	mb	mb
2023-09-22T06:14:29.720Z	38.8168335	-122.7953339	2.34	0.77	md	7	115	0.008853	0.01	nc	nc73940176	2023-09-22T06:16:05.065Z	6 km NW of The Geysers, CA	earthquake	0.5	1.46	0.15	8	automatic	nc	nc
2023-09-22T06:10:51.810Z	33.6596667	-116.7028333	16.87	0.69	ml	29	54	0.02591	0.17	ci	ci40570216	2023-09-22T15:07:39.727Z	9 km S of Idyllwild, CA	earthquake	0.24	0.39	0.126	15	reviewed	ci	ci
2023-09-22T06:07:31.499Z	62.5792	-153.0972	0	2	ml				1.19	ak	ak023c6d14xp	2023-09-22T06:09:29.367Z	81 km SE of Nikolai, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-22T06:03:00.880Z	38.7806667	-122.7671667	0.67	1.15	md	39	87	0.009993	0.06	nc	nc73940171	2023-09-28T04:46:34.511Z	1 km WNW of The Geysers, CA	earthquake	0.17	0.32	0.195	33	reviewed	nc	nc
2023-09-22T06:02:55.950Z	38.781	-122.7673333	1.24	0.38	md	19	86	0.01034	0.03	nc	nc73940166	2023-09-28T04:17:46.769Z	1 km WNW of The Geysers, CA	earthquake	0.2	0.38	0.281	14	reviewed	nc	nc
2023-09-22T05:57:40.440Z	19.16766739	-155.4875031	32.11999893	1.74000001	md	33	100		0.119999997	hv	hv73582747	2023-09-22T06:00:49.420Z	Island of Hawaii, Hawaii	earthquake	0.65	0.790000021	1.74000001	4	automatic	hv	hv
2023-09-22T05:45:47.920Z	34.2835	-117.0566667	6.91	0.84	ml	18	62	0.05008	0.15	ci	ci40570208	2023-09-22T13:21:48.815Z	10 km NNE of Running Springs, CA	earthquake	0.3	0.7	0.066	7	reviewed	ci	ci
2023-09-22T05:45:13.300Z	60.036	-153.0728333	1	-0.2	ml	4	158		0.16	av	av92053376	2023-09-22T20:25:30.980Z	Southern Alaska	earthquake	0.86	0.7	0.223827715	4	reviewed	av	av
2023-09-22T05:39:57.349Z	39.5643	-120.4214	2.4	1.1	ml	7	210.92	0.045	0.1405	nn	nn00866256	2023-09-22T18:02:27.100Z	5 km WSW of Sierraville, California	earthquake		5.2	0.41	5	reviewed	nn	nn
2023-09-22T05:33:43.190Z	32.0923333	-115.1038333	1.76	1.97	ml	16	117	0.1413	0.22	ci	ci40570200	2023-09-22T14:50:41.389Z	15 km SW of Estacion Coahuila, B.C., MX	earthquake	0.39	0.64	0.282	9	reviewed	ci	ci
2023-09-22T05:27:50.080Z	38.817	-122.797	2.49	1.19	md	36	29	0.009116	0.04	nc	nc73940156	2023-09-27T20:42:21.409Z	6 km NW of The Geysers, CA	earthquake	0.16	0.25	0.194	35	reviewed	nc	nc
2023-09-22T05:20:22.367Z	60.6999	-147.0256	19.8	2.5	ml				0.61	ak	ak023c6cigxe	2023-09-22T12:20:35.040Z	26 km SW of Tatitlek, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-22T05:07:14.960Z	11.8647	-87.2264	40.427	4.6	mwr	271	148	0.998	0.73	us	us7000kxan	2023-09-24T05:55:27.086Z	68 km S of Corinto, Nicaragua	earthquake	7.19	7.227	0.068	21	reviewed	us	us
2023-09-22T04:36:23.820Z	19.14666748	-155.3638306	27.81999969	2.04999995	md	46	183		0.140000001	hv	hv73582737	2023-09-22T04:39:30.660Z	13 km ESE of PÄhala, Hawaii	earthquake	0.61	0.959999979	1.30999994	27	automatic	hv	hv
2023-09-22T04:32:15.100Z	58.2525	-155.1438333	33.52	-0.19	ml	7	141		0.06	av	av91116478	2023-09-22T20:17:19.170Z	86 km NNW of Karluk, Alaska	earthquake	0.53	0.63	0.242135637	7	reviewed	av	av
2023-09-22T04:30:06.445Z	39.7418	-120.562	8	1.4	ml	12	155.4	0.1	0.1446	nn	nn00866255	2023-09-22T17:53:08.103Z	Northern California	earthquake		2.4	0.23	4	reviewed	nn	nn
2023-09-22T04:16:30.294Z	31.68	-104.41	5.9259	1.9	ml(texnet)	18	85	0	0.2	tx	tx2023sori	2023-09-22T18:01:38.009Z	55 km S of Whites City, New Mexico	earthquake	1.569779362	1.409842819	0	6	reviewed	tx	tx
2023-09-22T03:37:49.183Z	62.086	-149.1619	36.1	1.6	ml				0.52	ak	ak023c6bfayu	2023-09-22T03:39:32.544Z	36 km ESE of Susitna North, Alaska	earthquake		1.1			automatic	ak	ak
2023-09-22T03:31:22.640Z	36.5528333	-121.149	2.97	1.19	md	19	118	0.02184	0.09	nc	nc73940141	2023-09-27T20:19:36.791Z	2 km NNW of Pinnacles, CA	earthquake	0.44	0.3	0.172	15	reviewed	nc	nc
2023-09-22T03:18:12.479Z	6.2467	123.7894	574.518	4.4	mb	49	51	1.957	0.66	us	us7000kxac	2023-09-22T03:33:19.040Z	35 km SW of Sangay, Philippines	earthquake	9.96	7.864	0.069	62	reviewed	us	us
2023-09-22T03:12:38.950Z	46.394	-120.9078333	1.19	1	ml	11	95	0.2725	0.15	uw	uw61961411	2023-09-23T05:03:38.180Z	13 km W of White Swan, Washington	earthquake	0.47	13.27	0.177868331	9	reviewed	uw	uw
2023-09-22T03:06:57.650Z	37.5663333	-118.472	9.32	2.25	md	29	112	0.02918	0.05	nc	nc73940136	2023-09-27T20:18:10.786Z	18 km E of Toms Place, CA	earthquake	0.39	0.59	0.185	23	reviewed	nc	nc
2023-09-22T03:00:26.120Z	58.283	-154.925	5.59	0.64	ml	10	169		0.22	av	av91116473	2023-09-22T19:19:36.200Z	84 km NNW of Karluk, Alaska	earthquake	0.57	1.29	0.197026677	10	reviewed	av	av
2023-09-22T03:00:13.160Z	58.283	-154.928	4.93	1.03	ml	15	147		0.2	av	av92053261	2023-09-22T19:11:01.200Z	84 km NNW of Karluk, Alaska	earthquake	0.41	1.22	0.291287179	15	reviewed	av	av
2023-09-22T03:00:06.720Z	58.287	-154.9283333	4.97	0.75	ml	12	167		0.21	av	av91116468	2023-09-22T19:15:04.110Z	84 km NNW of Karluk, Alaska	earthquake	0.54	1.25	0.280828592	12	reviewed	av	av
2023-09-22T02:45:07.229Z	37.3479	-117.9535	14.4	0.5	ml	3	208.46	0.025	0.1119	nn	nn00866252	2023-09-22T17:18:55.039Z	California-Nevada border region	earthquake		2.6	0.05	2	reviewed	nn	nn
2023-09-22T02:43:43.080Z	38.8344994	-122.8071671	2.16	1.09	md	14	75	0.01132	0.01	nc	nc73940126	2023-09-22T02:45:17.038Z	7 km W of Cobb, CA	earthquake	0.31	0.76	0.37	7	automatic	nc	nc
2023-09-22T02:43:38.100Z	38.8333333	-122.8061667	2.44	0.95	md	42	33	0.01038	0.03	nc	nc73940121	2023-09-27T18:53:08.850Z	7 km W of Cobb, CA	earthquake	0.14	0.24	0.139	35	reviewed	nc	nc
2023-09-22T02:43:35.100Z	61.0162	-151.0847	69.5	1.7	ml				0.4	ak	ak023c6auy8y	2023-09-22T02:45:20.956Z	6 km SSE of Tyonek, Alaska	earthquake		0.7			automatic	ak	ak
2023-09-22T02:41:10.050Z	33.2731667	-116.7793333	12.73	0.71	ml	29	67	0.0409	0.15	ci	ci40570176	2023-09-22T14:11:20.589Z	4 km NNW of Lake Henshaw, CA	earthquake	0.22	0.51	0.13	14	reviewed	ci	ci
2023-09-22T02:34:21.360Z	38.8334999	-122.8184967	2.13	0.75	md	12	81	0.01205	0.02	nc	nc73940116	2023-09-22T02:35:57.160Z	8 km NW of The Geysers, CA	earthquake	0.38	0.86	0.11	13	automatic	nc	nc
2023-09-22T02:26:02.634Z	59.9089	-148.8084	15.8	1.8	ml				0.79	ak	ak023c6arew7	2023-09-22T02:28:29.476Z	39 km ESE of Lowell Point, Alaska	earthquake		0.5			automatic	ak	ak
2023-09-22T02:21:45.316Z	36.6065	70.9835	205.225	4.4	mb	64	93	2.58	0.75	us	us7000kxa5	2023-09-22T03:08:53.040Z	31 km SSE of Jurm, Afghanistan	earthquake	5.54	7.438	0.079	46	reviewed	us	us
2023-09-22T02:18:15.652Z	-8.3177	119.6635	193.034	4.4	mb	35	70	1.934	1.13	us	us7000kxa4	2023-09-22T02:52:25.040Z	31 km NW of Labuan Bajo, Indonesia	earthquake	7.64	7.183	0.162	13	reviewed	us	us
2023-09-22T02:11:55.494Z	-8.7221	-74.3889	131.908	4.9	mb	62	95	4.044	0.77	us	us7000kxa3	2023-09-22T02:33:41.040Z	Central Peru	earthquake	10.12	7.206	0.028	412	reviewed	us	us
2023-09-22T02:07:07.342Z	61.5393	-146.9259	26.8	2.7	ml				0.36	ak	ak023c6ancni	2023-09-22T02:20:24.040Z	46 km SSE of Eureka Roadhouse, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-22T01:54:12.970Z	17.92733333	-66.92233333	13.49	2.4	md	18	203	0.04649	0.16	pr	pr71425503	2023-09-22T02:06:40.080Z	5 km SSW of GuÃ¡nica, Puerto Rico	earthquake	0.69	0.27	0.020235335	3	reviewed	pr	pr
2023-09-22T01:41:34.322Z	61.9207	-149.9432	50	1.2	ml				0.57	ak	ak023c6a99hh	2023-09-22T01:44:08.694Z	Southern Alaska	earthquake		1.2			automatic	ak	ak
2023-09-22T01:34:42.320Z	17.98083333	-67.01116667	7.59	2.61	md	16	156	0.03345	0.08	pr	pr71425488	2023-09-22T01:45:49.700Z	Puerto Rico region	earthquake	0.33	0.12	0.167108291	5	reviewed	pr	pr
2023-09-22T01:33:35.379Z	57.5741	-152.931	53.5	2.3	ml				0.28	ak	ak023c6a7jtt	2023-09-22T01:58:23.040Z	Kodiak Island region, Alaska	earthquake		1.2			automatic	ak	ak
2023-09-22T01:24:18.760Z	46.34333333	-122.2666667	14.64	1.63	ml	62	44	0.03515	0.17	uw	uw61961406	2023-09-22T03:02:50.400Z	23 km S of Morton, Washington	earthquake	0.23	0.37	0.143083561	36	reviewed	uw	uw
2023-09-22T01:23:41.870Z	33.2595	-116.4275	4.52	1.21	ml	49	50	0.01226	0.2	ci	ci40570168	2023-09-22T13:58:58.366Z	5 km W of Borrego Springs, CA	earthquake	0.2	0.51	0.105	22	reviewed	ci	ci
2023-09-22T01:18:31.060Z	54.73616667	-164.1288333	1.75	1.31	ml	5	195		0.15	av	av91116428	2023-09-22T03:11:59.090Z	47 km WSW of False Pass, Alaska	earthquake	0.57	0.48	0.332459347	5	reviewed	av	av
2023-09-22T01:11:42.448Z	-3.7982	151.9464	10	5	mb	33	112	0.447	0.87	us	us7000kx9v	2023-09-22T01:29:34.040Z	50 km NNW of Rabaul, Papua New Guinea	earthquake	4.89	1.906	0.085	44	reviewed	us	us
2023-09-22T01:10:30.830Z	47.32033333	-121.2766667	4.8	0.57	ml	10	232	0.4207	0.07	uw	uw61961401	2023-09-22T21:13:37.330Z	11 km NW of Easton, Washington	earthquake	1.37	1.13	0.146847908	5	reviewed	uw	uw
2023-09-22T01:09:28.430Z	53.895	-166.8928333	4.03	-0.5	ml	6	161		0.13	av	av91116458	2023-09-22T18:37:31.910Z	23 km W of Dutch Harbor, Alaska	earthquake	0.4	1.48	0.165546953	6	reviewed	av	av
2023-09-22T00:54:46.690Z	40.7308333	-123.8985	24.86	2.15	md	26	50	0.01575	0.14	nc	nc73940111	2023-09-27T19:00:10.336Z	18 km SSE of Blue Lake, CA	earthquake	0.49	0.78	0.098	19	reviewed	nc	nc
2023-09-22T00:46:51.447Z	31.0642	142.0254	10	4.7	mb	70	117	2.776	0.65	us	us7000kx9k	2023-09-22T01:11:36.040Z	Izu Islands, Japan region	earthquake	5.65	1.815	0.061	81	reviewed	us	us
2023-09-22T00:45:48.799Z	14.916	108.2017	10	4.6	mb	36	78	2.959	0.35	us	us7000kx9i	2023-09-22T16:28:29.508Z	Vietnam	earthquake	6.25	1.491	0.142	15	reviewed	us	us
2023-09-22T00:38:36.270Z	39.3843333	-123.5718333	0.08	1.41	md	15	116	0.1406	0.15	nc	nc73940106	2023-09-27T18:30:57.566Z	17 km WSW of Brooktrails, CA	earthquake	0.43	1.42	0.107	13	reviewed	nc	nc
2023-09-22T00:38:05.707Z	64.517	-146.5951	15.7	1.5	ml				0.07	ak	ak023c69n4ii	2023-09-22T00:39:07.169Z	Central Alaska	earthquake		0.2			automatic	ak	ak
2023-09-22T00:31:12.047Z	18.1587	-76.6624	10	4.3	mb	53	41	0.832	0.48	us	us7000kx9c	2023-09-23T21:31:01.318Z	8 km S of Buff Bay, Jamaica	earthquake	6.06	1.95	0.147	13	reviewed	us	us
2023-09-22T00:28:04.130Z	37.3176667	-122.0723333	5.79	1.4	md	25	57	0.02072	0.12	nc	nc73940101	2023-09-25T09:29:48.589Z	4 km W of Cupertino, CA	earthquake	0.3	0.24	0.195	19	reviewed	nc	nc
2023-09-22T00:13:36.100Z	60.02883333	-153.112	2.58	-0.25	ml	4	201		0.2	av	av92053181	2023-09-22T18:18:51.910Z	61 km ENE of Pedro Bay, Alaska	earthquake	1.09	2.49	0.309884194	4	reviewed	av	av
2023-09-21T23:58:10.356Z	63.1273	-150.0719	72.2	1.3	ml				0.54	ak	ak023c4zx1m3	2023-09-22T00:00:15.461Z	Central Alaska	earthquake		1.5			automatic	ak	ak
2023-09-21T23:55:22.350Z	34.2193333	-117.3911667	8.92	0.64	ml	9	105	0.02404	0.1	ci	ci40570136	2023-09-22T00:26:15.384Z	1 km ESE of Devore, CA	earthquake	0.32	0.75	0.041	4	reviewed	ci	ci
2023-09-21T23:42:02.340Z	47.233	-122.882	49.34	2	ml	35	45	0.08314	0.23	uw	uw61961396	2023-09-22T01:01:06.470Z	9 km WNW of Longbranch, Washington	earthquake	0.38	0.89	0.237435798	24	reviewed	uw	uw
2023-09-21T23:33:26.570Z	44.7836667	-111.1065	8.09	0.94	ml	11	88	0.0125	0.15	uu	uu60550642	2023-09-22T14:28:38.810Z	Idaho-Montana border region	earthquake	0.53	0.98	0.295	2	reviewed	uu	uu
2023-09-21T23:29:38.080Z	54.77333333	-163.5588333	1.8	0.38	ml	4	176		0.06	av	av91116358	2023-09-22T01:39:26.610Z	13 km SW of False Pass, Alaska	earthquake	0.42	0.64	0.430751496	4	reviewed	av	av
2023-09-21T23:29:04.600Z	54.77066667	-163.5548333	1.91	1.26	ml	5	179		0.11	av	av92053161	2023-09-22T00:50:55.720Z	13 km SW of False Pass, Alaska	earthquake	0.49	1.73	0.402684193	5	reviewed	av	av
2023-09-21T23:24:35.670Z	38.7971649	-122.7493362	1.39	1.06	md	14	95	0.008813	0.02	nc	nc73940081	2023-09-21T23:26:11.388Z	2 km NNE of The Geysers, CA	earthquake	0.24	0.52	0.05	12	automatic	nc	nc
2023-09-21T23:18:59.360Z	35.7678333	-117.5966667	7.5	1.47	ml	18	138	0.1299	0.13	ci	ci40570120	2023-09-25T21:52:33.044Z	17 km W of Searles Valley, CA	earthquake	0.3	1.25	0.149	10	reviewed	ci	ci
2023-09-21T23:17:15.080Z	53.89316667	-166.8953333	4.61	-0.55	ml	6	162		0.1	av	av91116378	2023-09-22T01:35:16.660Z	23 km W of Dutch Harbor, Alaska	earthquake	0.39	1.14	0.191656071	5	reviewed	av	av
2023-09-21T23:12:01.690Z	37.309	-122.0746667	4.14	0.91	md	12	88	0.01251	0.09	nc	nc73940076	2023-09-25T09:24:49.597Z	4 km WSW of Cupertino, CA	earthquake	0.61	0.32	0.169	10	reviewed	nc	nc
2023-09-21T23:08:30.030Z	38.8175011	-122.8198318	2.32	0.76	md	9	165	0.00963	0.02	nc	nc73940071	2023-09-21T23:10:07.486Z	7 km NW of The Geysers, CA	earthquake	0.4	0.92	0.18	9	automatic	nc	nc
2023-09-21T22:52:44.270Z	38.4438333	-122.5006667	7.73	1.2	md	21	69	0.07177	0.05	nc	nc73940066	2023-09-27T18:16:26.151Z	5 km NE of Kenwood, CA	earthquake	0.2	0.47	0.124	14	reviewed	nc	nc
